,name,position,annual_salary,season
2091,Austin Croshere,PF,7610000.0,2004.0
2092,Antoine Walker,PF,7606820.0,2007.0
2093,Paul Millsap,PF,7600000.0,2011.0
2094,Leandro Barbosa,SG,7600000.0,2012.0
2095,James Posey,SF,7595600.0,2012.0
2096,James Posey,SF,7595600.0,2013.0
2097,P.J. Tucker,PF,7590035.0,2018.0
2098,John Salmons,SF,7583000.0,2014.0
2099,Corey Brewer,PF,7579366.0,2018.0
2100,Andrew Wiggins,SF,7574323.0,2018.0
2101,Mo Bamba,C,7568743.0,2022.0
2102,Jason Williams,PG,7562500.0,2006.0
2103,Raymond Felton,SG,7560000.0,2012.0
2104,Kyle Korver,SG,7560000.0,2018.0
2105,Kyle Korver,SG,7560000.0,2019.0
2106,Taj Gibson,C,7550000.0,2014.0
2107,Darko Milicic,C,7540000.0,2010.0
2108,Charlie Villanueva,PF,7540000.0,2012.0
2109,Cristiano Felicio,PF,7529020.0,2021.0
2110,Metta World Peace,SF,7526316.0,2007.0
2111,Quentin Richardson,SF,7525500.0,2007.0
2112,Malik Rose,PF,7525397.0,2007.0
2113,Peja Stojakovic,SF,7525000.0,2006.0
2114,Marcus Thornton,SG,7525000.0,2012.0
2115,Marcus Thornton,SG,7525000.0,2013.0
2116,Ivica Zubac,C,7518518.0,2022.0
2117,Mike Conley,PG,7505786.0,2013.0
2118,Kwame Brown,C,7500000.0,2006.0
2119,Ben Wallace,PF,7500000.0,2006.0
2120,Doug Christie,SG,7500000.0,2006.0
2121,Lamar Odom,PF,7500000.0,2010.0
2122,Andres Nocioni,SF,7500000.0,2010.0
2123,Marvin Williams,PF,7500000.0,2010.0
2124,Marvin Williams,PF,7500000.0,2012.0
2125,Goran Dragic,PG,7500000.0,2013.0
2126,Manu Ginobili,SG,7500000.0,2014.0
2127,Goran Dragic,PG,7500000.0,2014.0
2128,Arron Afflalo,SG,7500000.0,2014.0
2129,Marvin Williams,PF,7500000.0,2014.0
2130,Boris Diaw,C,7500000.0,2015.0
2131,Goran Dragic,PG,7500000.0,2015.0
2132,Arron Afflalo,SG,7500000.0,2015.0
2133,Boris Diaw,C,7500000.0,2016.0
2134,Boris Diaw,C,7500000.0,2018.0
2135,Rajon Rondo,PG,7500000.0,2021.0
2136,T.J. McConnell,PG,7500000.0,2022.0
2137,Jeremy Lamb,SG,7488372.0,2018.0
2138,Jeremy Lamb,SG,7488372.0,2019.0
2139,Erick Dampier,C,7482000.0,2004.0
2140,Darrell Arthur,PF,7464912.0,2018.0
2141,Darrell Arthur,PF,7464912.0,2019.0
2142,Darrell Arthur,PF,7464912.0,2020.0
2143,Darrell Arthur,PF,7464912.0,2021.0
2144,Lonzo Ball,PG,7461960.0,2019.0
2145,Seth Curry,SG,7461380.0,2020.0
2146,John Wall,PG,7459925.0,2013.0
2147,John Wall,PG,7459925.0,2014.0
2148,Pau Gasol,PF,7448760.0,2016.0
2149,Jose Calderon,SG,7438018.0,2009.0
2150,Mike Dunleavy,SG,7438016.0,2007.0
2151,Caron Butler,SF,7438000.0,2007.0
2152,Manu Ginobili,SG,7428937.0,2006.0
2153,Cedi Osman,SF,7426088.0,2023.0
2154,De'Andre Hunter,SF,7422000.0,2021.0
2155,Patrick Williams,PF,7422000.0,2022.0
2156,Channing Frye,PF,7420912.0,2018.0
2157,Trevor Ariza,SF,7420912.0,2018.0
2158,Taj Gibson,C,7415730.0,2013.0
2159,Coby White,PG,7413955.0,2023.0
2160,Jose Calderon,SG,7402812.0,2016.0
2161,Metta World Peace,SF,7400000.0,2008.0
2162,Metta World Peace,SF,7400000.0,2009.0
2163,Markieff Morris,PF,7400000.0,2017.0
2164,Festus Ezeli,C,7400000.0,2017.0
2165,Festus Ezeli,C,7400000.0,2018.0
2166,Eddy Curry,NA,7394663.0,2006.0
2167,JJ Redick,SG,7377500.0,2017.0
2168,Beno Udrih,PG,7372000.0,2013.0
2169,Troy Murphy,PF,7365079.0,2006.0
2170,Jonathan Isaac,PF,7362566.0,2021.0
2171,Shane Battier,SF,7354500.0,2011.0
2172,Aron Baynes,C,7350000.0,2022.0
2173,Zach Collins,PF,7350000.0,2023.0
2174,Aron Baynes,C,7350000.0,2023.0
2175,Kelvin Cato,C,7344000.0,2004.0
2176,Doug McDermott,SF,7333333.0,2019.0
2177,Doug McDermott,SF,7333333.0,2020.0
2178,Langston Galloway,SG,7333333.0,2020.0
2179,Doug McDermott,SF,7333333.0,2021.0
2180,Al-Farouq Aminu,SF,7319035.0,2018.0
2181,Derrick Rose,PG,7317073.0,2020.0
2182,Cory Joseph,PG,7315000.0,2017.0
2183,Adonal Foyle,C,7312500.0,2006.0
2184,Eric Snow,PG,7312500.0,2009.0
2185,Jae Crowder,PF,7305825.0,2019.0
2186,Tyrus Thomas,PF,7305785.0,2012.0
2187,Marvin Bagley III,PF,7305600.0,2019.0
2188,Shandon Anderson,SF,7300000.0,2005.0
2189,Austin Croshere,PF,7300000.0,2007.0
2190,Cole Aldrich,C,7300000.0,2018.0
2191,Robin Lopez,C,7300000.0,2021.0
2192,Mark Blount,C,7288165.0,2007.0
2193,Anderson Varejao,C,7281818.0,2011.0
2194,Scottie Barnes,SF,7280520.0,2022.0
2195,Rasho Nesterovic,C,7280000.0,2007.0
2196,Andre Miller,PG,7269264.0,2011.0
2197,Brandon Ingram,SF,7265485.0,2020.0
2198,Marvin Williams,PF,7262500.0,2011.0
2199,Marcin Gortat,C,7258960.0,2012.0
2200,Jaren Jackson Jr.,PF,7257360.0,2021.0
2201,Jaden Ivey,PG,7252200.0,2023.0
2202,Marcus Camby,C,7250000.0,2004.0
2203,Darius Miles,SF,7250000.0,2006.0
2204,JJ Redick,SG,7250000.0,2011.0
2205,D.J. Augustin,SG,7250000.0,2017.0
2206,D.J. Augustin,SG,7250000.0,2018.0
2207,D.J. Augustin,SG,7250000.0,2019.0
2208,D.J. Augustin,SG,7250000.0,2020.0
2209,Dan Gadzuric,C,7248325.0,2011.0
2210,Wesley Matthews,SG,7245640.0,2015.0
2211,Cuttino Mobley,SG,7241379.0,2006.0
2212,Isaiah Thomas,SG,7238606.0,2015.0
2213,Tayshaun Prince,SF,7235955.0,2014.0
2214,Desmond Mason,SF,7233333.0,2006.0
2215,Jamal Crawford,SG,7200000.0,2007.0
2216,Dewayne Dedmon,C,7200000.0,2018.0
2217,Dewayne Dedmon,C,7200000.0,2019.0
2218,JaMychal Green,PF,7199760.0,2021.0
2219,Avery Bradley,PG,7191011.0,2015.0
2220,Kenny Thomas,PF,7187500.0,2007.0
2221,Jonathan Bender,SF,7175000.0,2006.0
2222,Ron Mercer,SG,7169000.0,2004.0
2223,Lorenzen Wright,PF,7150000.0,2005.0
2224,James Posey,SF,7148800.0,2011.0
2225,Al Harrington,PF,7148600.0,2013.0
2226,Stephen Jackson,SF,7140000.0,2009.0
2227,Pau Gasol,PF,7128000.0,2015.0
2228,Kendrick Perkins,C,7123626.0,2012.0
2229,Lance Thomas,PF,7119650.0,2018.0
2230,Lance Thomas,PF,7119650.0,2019.0
2231,Lance Thomas,PF,7119650.0,2020.0
2232,Malik Rose,PF,7101250.0,2008.0
2233,Marko Jaric,PG,7100000.0,2010.0
2234,Udonis Haslem,PF,7100000.0,2010.0
2235,Leandro Barbosa,SG,7100000.0,2011.0
2236,Marko Jaric,PG,7100000.0,2011.0
2237,Marko Jaric,PG,7100000.0,2012.0
2238,Jose Calderon,SG,7097191.0,2015.0
2239,Kurt Thomas,PF,7085919.0,2006.0
2240,JJ Redick,SG,7085000.0,2016.0
2241,Kyrie Irving,PG,7070730.0,2015.0
2242,Anthony Davis,PF,7070730.0,2016.0
2243,De'Andre Hunter,SF,7068360.0,2020.0
2244,Patrick Williams,PF,7068360.0,2021.0
2245,Jae'Sean Tate,SF,7065217.0,2023.0
2246,Josh Jackson,SG,7059480.0,2020.0
2247,Shawn Marion,SG,7055500.0,2011.0
2248,Darius Garland,PG,7040880.0,2022.0
2249,Isaac Okoro,SF,7040880.0,2023.0
2250,Darko Milicic,C,7020000.0,2009.0
2251,Charlie Villanueva,PF,7020000.0,2011.0
2252,Chris Boucher,PF,7020000.0,2022.0
2253,D'Angelo Russell,PG,7019698.0,2018.0
2254,D'Angelo Russell,PG,7019698.0,2019.0
2255,Jerry Stackhouse,SF,7000000.0,2005.0
2256,Corey Maggette,SF,7000000.0,2006.0
2257,Corey Maggette,SF,7000000.0,2007.0
2258,Corey Maggette,SF,7000000.0,2008.0
2259,Aaron McKie,SG,7000000.0,2008.0
2260,Jerry Stackhouse,SF,7000000.0,2009.0
2261,David Lee,PF,7000000.0,2010.0
2262,Raymond Felton,SG,7000000.0,2011.0
2263,Travis Outlaw,SF,7000000.0,2011.0
2264,Samuel Dalembert,C,7000000.0,2012.0
2265,Amir Johnson,PF,7000000.0,2015.0
2266,Manu Ginobili,SG,7000000.0,2015.0
2267,Marvin Williams,PF,7000000.0,2015.0
2268,Marvin Williams,PF,7000000.0,2016.0
2269,Cory Joseph,PG,7000000.0,2016.0
2270,Rodney Stuckey,PG,7000000.0,2016.0
2271,Lou Williams,SG,7000000.0,2016.0
2272,Boris Diaw,C,7000000.0,2017.0
2273,Boban Marjanovic,C,7000000.0,2017.0
2274,Rodney Stuckey,PG,7000000.0,2017.0
2275,Lou Williams,SG,7000000.0,2017.0
2276,Langston Galloway,SG,7000000.0,2018.0
2277,Boban Marjanovic,C,7000000.0,2018.0
2278,Rodney Stuckey,PG,7000000.0,2018.0
2279,Lou Williams,SG,7000000.0,2018.0
2280,Langston Galloway,SG,7000000.0,2019.0
2281,Ersan Ilyasova,PF,7000000.0,2019.0
2282,Davis Bertans,SF,7000000.0,2019.0
2283,Boban Marjanovic,C,7000000.0,2019.0
2284,Darius Miller,SF,7000000.0,2020.0
2285,Ersan Ilyasova,PF,7000000.0,2020.0
2286,Davis Bertans,SF,7000000.0,2020.0
2287,Darius Miller,SF,7000000.0,2021.0
2288,Aron Baynes,C,7000000.0,2021.0
2289,Ivica Zubac,C,7000000.0,2021.0
2290,P.J. Tucker,PF,7000000.0,2022.0
2291,Zach Collins,PF,7000000.0,2022.0
2292,Cody Martin,SF,7000000.0,2023.0
2293,Derrick Rose,PG,6993708.0,2012.0
2294,Ed Davis,C,6980802.0,2016.0
2295,Malik Rose,PF,6979147.0,2006.0
2296,Al Harrington,PF,6975500.0,2006.0
2297,Al-Farouq Aminu,SF,6957105.0,2019.0
2298,Quentin Richardson,SF,6945500.0,2006.0
2299,Shane Battier,SF,6939200.0,2010.0
2300,Jaren Jackson Jr.,PF,6927480.0,2020.0
2301,Beno Udrih,PG,6925400.0,2012.0
2302,DeSagana Diop,C,6925400.0,2012.0
2303,Jalen Suggs,SG,6922320.0,2023.0
2304,Wendell Carter Jr.,C,6920027.0,2022.0
2305,Isaiah Thomas,SG,6912869.0,2016.0
2306,Juancho Hernangomez,PF,6907815.0,2022.0
2307,Howard Eisley,PG,6906000.0,2006.0
2308,Brendan Haywood,C,6900000.0,2011.0
2309,Brandon Bass,PF,6900000.0,2015.0
2310,Antoine Walker,PF,6884000.0,2006.0
2311,Vladimir Radmanovic,SF,6883800.0,2011.0
2312,Nazr Mohammed,C,6883800.0,2011.0
2313,Wesley Matthews,SG,6875480.0,2014.0
2314,Peja Stojakovic,SF,6875000.0,2005.0
2315,Doug Christie,SG,6875000.0,2005.0
2316,Mike Miller,SG,6871431.0,2006.0
2317,Hedo Turkoglu,SF,6864200.0,2009.0
2318,Marquis Daniels,SG,6864200.0,2009.0
2319,Etan Thomas,C,6864200.0,2009.0
2320,Joel Przybilla,C,6857725.0,2010.0
2321,Speedy Claxton,PG,6854546.0,2007.0
2322,Sam Cassell,PG,6850000.0,2007.0
2323,Andres Nocioni,SF,6850000.0,2011.0
2324,Metta World Peace,SF,6842105.0,2006.0
2325,Nemanja Bjelica,PF,6825000.0,2020.0
2326,Ricky Davis,SG,6819000.0,2008.0
2327,Ruben Patterson,PF,6807000.0,2007.0
2328,Joe Smith,PF,6807000.0,2007.0
2329,Jaxson Hayes,C,6803012.0,2023.0
2330,Jae Crowder,PF,6796117.0,2016.0
2331,Jae Crowder,PF,6796117.0,2018.0
2332,JJ Redick,SG,6792500.0,2015.0
2333,Kevin Martin,SG,6792500.0,2015.0
2334,Jose Calderon,SG,6791570.0,2014.0
2335,Trevor Ariza,SF,6790640.0,2012.0
2336,Metta World Peace,SF,6790640.0,2012.0
2337,Tayshaun Prince,SF,6764045.0,2013.0
2338,Kyle Korver,SG,6760563.0,2014.0
2339,Greg Oden,C,6760524.0,2011.0
2340,Wilson Chandler,PF,6757913.0,2015.0
2341,JR Smith,SG,6757851.0,2011.0
2342,Jerry Stackhouse,SF,6750000.0,2008.0
2343,Jamaal Tinsley,PG,6750000.0,2009.0
2344,Chris Wilcox,PF,6750000.0,2009.0
2345,Kwame Brown,C,6750000.0,2012.0
2346,JJ Redick,SG,6750000.0,2012.0
2347,JJ Redick,SG,6750000.0,2013.0
2348,Chris Boucher,PF,6750000.0,2021.0
2349,Dan Gadzuric,C,6749260.0,2010.0
2350,Lauri Markkanen,PF,6731508.0,2021.0
2351,Andre Miller,PG,6730800.0,2010.0
2352,Darius Garland,PG,6720720.0,2021.0
2353,Isaac Okoro,SF,6720720.0,2022.0
2354,Rasho Nesterovic,C,6720000.0,2006.0
2355,Eric Snow,PG,6703125.0,2008.0
2356,Jayson Tatum,SF,6700800.0,2019.0
2357,Shandon Anderson,SF,6700000.0,2004.0
2358,Samuel Dalembert,C,6698565.0,2013.0
2359,Kendrick Perkins,C,6696720.0,2011.0
2360,Drew Gooden,PF,6687400.0,2013.0
2361,Evan Turner,SG,6679867.0,2014.0
2362,Khem Birch,C,6667500.0,2023.0
2363,Kenyon Martin,PF,6667000.0,2005.0
2364,Jason Terry,SG,6666667.0,2006.0
2365,Ed Davis,C,6666667.0,2017.0
2366,D.J. Augustin,SG,6666667.0,2021.0
2367,Morris Peterson,SG,6665000.0,2011.0
2368,Morris Peterson,SG,6665000.0,2012.0
2369,Morris Peterson,SG,6665000.0,2013.0
2370,Jeff Foster,PF,6655000.0,2011.0
2371,Andres Nocioni,SF,6650000.0,2012.0
2372,Andres Nocioni,SF,6650000.0,2013.0
2373,Drew Gooden,PF,6645402.0,2007.0
2374,Jason Kapono,SG,6641440.0,2011.0
2375,Shawn Marion,SG,6635068.0,2010.0
2376,Stephen Jackson,SF,6630000.0,2008.0
2377,Mike Conley,PG,6611571.0,2012.0
2378,Tyrus Thomas,PF,6611570.0,2011.0
2379,Tony Battie,C,6606600.0,2010.0
2380,Jason Richardson,SG,6601125.0,2015.0
2381,Lorenzen Wright,PF,6600000.0,2004.0
2382,Antonio Daniels,PG,6600000.0,2010.0
2383,Leandro Barbosa,SG,6600000.0,2010.0
2384,Jerome James,C,6600000.0,2010.0
2385,Jerome James,C,6600000.0,2011.0
2386,Jerome James,C,6600000.0,2012.0
2387,Jerome James,C,6600000.0,2013.0
2388,Greivis Vasquez,PG,6600000.0,2016.0
2389,Danny Fortson,C,6596990.0,2007.0
2390,Jalen Suggs,SG,6593040.0,2022.0
2391,Isaiah Thomas,SG,6587132.0,2017.0
2392,Bennedict Mathurin,SG,6586800.0,2023.0
2393,Marko Jaric,PG,6575000.0,2009.0
2394,Udonis Haslem,PF,6575000.0,2009.0
2395,Trae Young,PG,6571800.0,2021.0
2396,Luka Doncic,PG,6560640.0,2019.0
2397,Victor Oladipo,SG,6552961.0,2017.0
2398,Jodie Meeks,SG,6540000.0,2017.0
2399,Jaylen Brown,SG,6534829.0,2020.0
2400,Andrea Bargnani,C,6527491.0,2010.0
2401,JR Smith,SG,6515510.0,2015.0
2402,Jeremy Lamb,SG,6511628.0,2017.0
2403,Wesley Matthews,SG,6505320.0,2012.0
2404,Wesley Matthews,SG,6505320.0,2013.0
2405,Jerry Stackhouse,SF,6500000.0,2004.0
2406,Corliss Williamson,PF,6500000.0,2007.0
2407,Matt Harpring,SF,6500000.0,2007.0
2408,Luke Ridnour,PG,6500000.0,2008.0
2409,Chris Wilcox,PF,6500000.0,2008.0
2410,Darko Milicic,C,6500000.0,2008.0
2411,Luke Ridnour,PG,6500000.0,2009.0
2412,Charlie Villanueva,PF,6500000.0,2010.0
2413,Luke Ridnour,PG,6500000.0,2010.0
2414,Josh Childress,PF,6500000.0,2011.0
2415,Josh Childress,PF,6500000.0,2012.0
2416,Grant Hill,SF,6500000.0,2012.0
2417,Spencer Hawes,PF,6500000.0,2013.0
2418,Kevin Martin,SG,6500000.0,2014.0
2419,Amir Johnson,PF,6500000.0,2014.0
2420,JJ Redick,SG,6500000.0,2014.0
2421,Carl Landry,PF,6500000.0,2014.0
2422,Spencer Hawes,PF,6500000.0,2014.0
2423,Carl Landry,PF,6500000.0,2015.0
2424,Aron Baynes,C,6500000.0,2016.0
2425,Carl Landry,PF,6500000.0,2016.0
2426,Carl Landry,PF,6500000.0,2017.0
2427,Aron Baynes,C,6500000.0,2017.0
2428,Carl Landry,PF,6500000.0,2018.0
2429,Nemanja Bjelica,PF,6500000.0,2019.0
2430,Jabari Parker,PF,6500000.0,2020.0
2431,Cameron Payne,PG,6500000.0,2022.0
2432,Juancho Hernangomez,PF,6493000.0,2021.0
2433,Bobby Jackson,PG,6487888.0,2009.0
2434,Patrick Beverley,PG,6486486.0,2016.0
2435,Ivica Zubac,C,6481482.0,2020.0
2436,Jamal Crawford,SG,6480000.0,2006.0
2437,Joe Ingles,SG,6479000.0,2023.0
2438,Caleb Martin,SF,6479000.0,2023.0
2439,John Wall,PG,6479000.0,2023.0
2440,Danilo Gallinari,PF,6479000.0,2023.0
2441,Lonnie Walker IV,SG,6479000.0,2023.0
2442,Bruce Brown,SF,6479000.0,2023.0
2443,Patty Mills,PG,6479000.0,2023.0
2444,DeSagana Diop,C,6478600.0,2011.0
2445,Beno Udrih,PG,6478600.0,2011.0
2446,Jared Jeffries,PF,6466600.0,2010.0
2447,Vladimir Radmanovic,SF,6466600.0,2010.0
2448,Nazr Mohammed,C,6466600.0,2010.0
2449,Mike James,PG,6466600.0,2010.0
2450,Mike James,PG,6466600.0,2011.0
2451,Drew Gooden,PF,6453416.0,2008.0
2452,Brandon Bass,PF,6450000.0,2014.0
2453,Shane Battier,SF,6448900.0,2009.0
2454,Andray Blatche,C,6442083.0,2012.0
2455,Collin Sexton,PG,6439671.0,2022.0
2456,Ben Simmons,PG,6434520.0,2018.0
2457,Ben Simmons,PG,6434520.0,2019.0
2458,John Salmons,SF,6429151.0,2010.0
2459,Ben Gordon,SG,6404750.0,2009.0
2460,Darius Garland,PG,6400920.0,2020.0
2461,Isaac Okoro,SF,6400920.0,2021.0
2462,Channing Frye,PF,6400000.0,2013.0
2463,Glen Davis,PF,6400000.0,2013.0
2464,Channing Frye,PF,6400000.0,2014.0
2465,Greivis Vasquez,PG,6400000.0,2015.0
2466,Jarrett Culver,SG,6395160.0,2022.0
2467,Onyeka Okongwu,PF,6395160.0,2023.0
2468,Jarrett Culver,SG,6395160.0,2023.0
2469,Tim Duncan,C,6393750.0,2017.0
2470,Tim Duncan,C,6393750.0,2018.0
2471,De'Aaron Fox,PG,6392760.0,2020.0
2472,James Posey,SF,6392100.0,2007.0
2473,Juwan Howard,PF,6392100.0,2007.0
2474,Howard Eisley,PG,6375000.0,2005.0
2475,Antonio McDyess,PF,6373900.0,2008.0
2476,Hedo Turkoglu,SF,6373900.0,2008.0
2477,Marquis Daniels,SG,6373900.0,2008.0
2478,Etan Thomas,C,6373900.0,2008.0
2479,Chauncey Billups,PG,6364400.0,2007.0
2480,Ricky Davis,SG,6364400.0,2007.0
2481,Elton Brand,PF,6364000.0,2004.0
2482,Anderson Varejao,C,6363636.0,2010.0
2483,Ruben Patterson,PF,6353200.0,2006.0
2484,Joe Smith,PF,6353200.0,2006.0
2485,Ed Davis,C,6352531.0,2018.0
2486,Nick Collison,PF,6350000.0,2009.0
2487,Khem Birch,C,6350000.0,2022.0
2488,Spencer Hawes,PF,6348759.0,2017.0
2489,Wilson Chandler,PF,6344164.0,2014.0
2490,Marco Belinelli,SG,6333333.0,2017.0
2491,Derrick Williams,PF,6331404.0,2015.0
2492,Michael Kidd-Gilchrist,PF,6331404.0,2016.0
2493,Rasheed Wallace,PF,6322320.0,2011.0
2494,Metta World Peace,SF,6322320.0,2011.0
2495,Trevor Ariza,SF,6322320.0,2011.0
2496,Marcin Gortat,C,6322320.0,2011.0
2497,Rasheed Wallace,PF,6322320.0,2012.0
2498,Joel Przybilla,C,6310150.0,2009.0
2499,Speedy Claxton,PG,6306182.0,2008.0
2500,Alvin Williams,PG,6300000.0,2006.0
2501,Jamaal Tinsley,PG,6300000.0,2008.0
2502,Brian Cardinal,PF,6300000.0,2009.0
2503,Glen Davis,PF,6300000.0,2012.0
2504,Jarrett Jack,SG,6300000.0,2014.0
2505,Jarrett Jack,SG,6300000.0,2015.0
2506,Jarrett Jack,SG,6300000.0,2016.0
2507,Milos Teodosic,SG,6300000.0,2019.0
2508,Milos Teodosic,SG,6300000.0,2020.0
2509,Milos Teodosic,SG,6300000.0,2021.0
2510,Andrew Bogut,C,6294195.0,2009.0
2511,Tayshaun Prince,SF,6292135.0,2012.0
2512,Josh Giddey,SG,6287280.0,2023.0
2513,Lonzo Ball,PG,6286560.0,2018.0
2514,Jae Crowder,PF,6286408.0,2017.0
2515,Scot Pollard,C,6274935.0,2006.0
2516,Trae Young,PG,6273000.0,2020.0
2517,Nazr Mohammed,C,6270000.0,2005.0
2518,Jodie Meeks,SG,6270000.0,2016.0
2519,Patrick Patterson,PF,6268675.0,2016.0
2520,Rui Hachimura,PF,6263188.0,2023.0
2521,Michael Beasley,PF,6262347.0,2012.0
2522,Isaiah Thomas,SG,6261395.0,2018.0
2523,Kyle Korver,SG,6253521.0,2015.0
2524,Dan Gadzuric,C,6250195.0,2009.0
2525,Peja Stojakovic,SF,6250000.0,2004.0
2526,Doug Christie,SG,6250000.0,2004.0
2527,Chris Wilcox,PF,6250000.0,2007.0
2528,Nick Collison,PF,6250000.0,2010.0
2529,Landry Fields,SG,6250000.0,2013.0
2530,Landry Fields,SG,6250000.0,2014.0
2531,Landry Fields,SG,6250000.0,2015.0
2532,Eddie Robinson,SF,6246000.0,2004.0
2533,Mike James,PG,6244093.0,2009.0
2534,Drew Gooden,PF,6226200.0,2012.0
2535,Jermaine O'Neal,C,6226200.0,2012.0
2536,Al Harrington,PF,6226200.0,2012.0
2537,Mike Bibby,PG,6217617.0,2010.0
2538,Karl-Anthony Towns,C,6216840.0,2018.0
2539,Jason Kapono,SG,6212960.0,2010.0
2540,Kyle Lowry,PG,6210000.0,2014.0
2541,Danny Fortson,C,6207670.0,2006.0
2542,Jason Richardson,SG,6204250.0,2014.0
2543,Shareef Abdur-Rahim,PF,6200000.0,2009.0
2544,Antonio Daniels,PG,6200000.0,2009.0
2545,Earl Watson,PG,6200000.0,2009.0
2546,Jerome James,C,6200000.0,2009.0
2547,Jason Collins,C,6200000.0,2009.0
2548,Mike Miller,SG,6200000.0,2013.0
2549,Vitaly Potapenko,C,6191000.0,2005.0
2550,Tarik Black,PF,6191000.0,2017.0
2551,Lance Thomas,PF,6191000.0,2017.0
2552,Sam Cassell,PG,6187500.0,2006.0
2553,Rudy Gay,SF,6184500.0,2023.0
2554,Frank Ntilikina,PG,6176578.0,2021.0
2555,JR Smith,SG,6171426.0,2010.0
2556,Bob Sura,PG,6166000.0,2004.0
2557,Marco Belinelli,SG,6153846.0,2019.0
2558,Wesley Johnson,PF,6134520.0,2019.0
2559,Wesley Johnson,PF,6134520.0,2020.0
2560,Wesley Johnson,PF,6134520.0,2021.0
2561,Robin Lopez,C,6124729.0,2015.0
2562,Stephen Jackson,SF,6120000.0,2007.0
2563,Spencer Hawes,PF,6110034.0,2016.0
2564,Jarrett Culver,SG,6104280.0,2021.0
2565,Onyeka Okongwu,PF,6104280.0,2022.0
2566,Jason Collins,C,6100000.0,2008.0
2567,Leandro Barbosa,SG,6100000.0,2009.0
2568,Francisco Garcia,SG,6100000.0,2012.0
2569,Francisco Garcia,SG,6100000.0,2013.0
2570,Eric Snow,PG,6093750.0,2007.0
2571,Luke Walton,SF,6091363.0,2013.0
2572,Christian Laettner,PF,6078000.0,2005.0
2573,Jeff Foster,PF,6077500.0,2010.0
2574,John Salmons,SF,6077151.0,2009.0
2575,Dwight Howard,C,6061274.0,2008.0
2576,Spencer Hawes,PF,6061175.0,2018.0
2577,Marco Belinelli,SG,6060606.0,2016.0
2578,Kevin Durant,PF,6053663.0,2011.0
2579,Marko Jaric,PG,6050000.0,2008.0
2580,Udonis Haslem,PF,6050000.0,2008.0
2581,Amir Johnson,PF,6050000.0,2013.0
2582,Patrick Patterson,PF,6050000.0,2017.0
2583,Jared Jeffries,PF,6049400.0,2009.0
2584,Vladimir Radmanovic,SF,6049400.0,2009.0
2585,Nazr Mohammed,C,6049400.0,2009.0
2586,Tim Thomas,PF,6049400.0,2009.0
2587,Josh Jackson,SG,6041520.0,2019.0
2588,Jason Thompson,PF,6037500.0,2015.0
2589,Chris Duhon,PG,6031800.0,2010.0
2590,Beno Udrih,PG,6031800.0,2010.0
2591,James Posey,SF,6031800.0,2010.0
2592,DeSagana Diop,C,6031800.0,2010.0
2593,Charlie Ward,PG,6030000.0,2004.0
2594,Stromile Swift,PF,6022000.0,2005.0
2595,Josh McRoberts,PF,6021175.0,2018.0
2596,Shaedon Sharpe,SG,6012960.0,2023.0
2597,Derrick Favors,PF,6008196.0,2014.0
2598,Andrew Wiggins,SF,6006600.0,2017.0
2599,Justin Holiday,SF,6006420.0,2022.0
2600,Ben Wallace,PF,6000000.0,2005.0
2601,Corliss Williamson,PF,6000000.0,2006.0
2602,Matt Harpring,SF,6000000.0,2008.0
2603,Matt Harpring,SF,6000000.0,2009.0
2604,Brendan Haywood,C,6000000.0,2010.0
2605,Amir Johnson,PF,6000000.0,2012.0
2606,Channing Frye,PF,6000000.0,2012.0
2607,Michael Beasley,PF,6000000.0,2013.0
2608,Brandon Bass,PF,6000000.0,2013.0
2609,Gerald Henderson,SG,6000000.0,2014.0
2610,Jodie Meeks,SG,6000000.0,2015.0
2611,Gerald Henderson,SG,6000000.0,2015.0
2612,Gerald Henderson,SG,6000000.0,2016.0
2613,Ramon Sessions,SG,6000000.0,2017.0
2614,Wayne Ellington,SG,6000000.0,2017.0
2615,Ish Smith,PG,6000000.0,2017.0
2616,Patrick Beverley,PG,6000000.0,2017.0
2617,Shelvin Mack,SG,6000000.0,2018.0
2618,Jonathon Simmons,SG,6000000.0,2018.0
2619,Milos Teodosic,SG,6000000.0,2018.0
2620,Ish Smith,PG,6000000.0,2018.0
2621,Alan Williams,C,6000000.0,2018.0
2622,Ish Smith,PG,6000000.0,2019.0
2623,Montrezl Harrell,C,6000000.0,2019.0
2624,Jonathon Simmons,SG,6000000.0,2019.0
2625,Montrezl Harrell,C,6000000.0,2020.0
2626,Ish Smith,PG,6000000.0,2020.0
2627,Alec Burks,SG,6000000.0,2021.0
2628,Ish Smith,PG,6000000.0,2021.0
2629,Otto Porter Jr.,SF,6000000.0,2023.0
2630,Cameron Payne,PG,6000000.0,2023.0
2631,Alex Abrines,SG,5994764.0,2017.0
2632,Josh Giddey,SG,5988000.0,2022.0
2633,Luke Walton,SF,5971363.0,2012.0
2634,Mo Bamba,C,5969040.0,2021.0
2635,Karl-Anthony Towns,C,5960160.0,2017.0
2636,Chuck Hayes,PF,5958750.0,2015.0
2637,Bo Outlaw,PF,5955000.0,2004.0
2638,Cam Reddish,SF,5954454.0,2023.0
2639,Wilson Chandler,PF,5930414.0,2013.0
2640,Danny Fortson,C,5922000.0,2005.0
2641,Jaren Jackson Jr.,PF,5915040.0,2019.0
2642,Ricky Davis,SG,5909800.0,2006.0
