,name,position,annual_salary,season
5529,Jason Maxiell,PF,1877572.0,2009.0
5530,Jumaine Jones,SF,1875000.0,2006.0
5531,Tyler Lydon,PF,1874640.0,2019.0
5532,Giannis Antetokounmpo,PF,1873200.0,2015.0
5533,Boris Diaw,C,1870501.0,2007.0
5534,Julian Wright,SF,1869600.0,2009.0
5535,Carlos Delfino,SG,1868141.0,2008.0
5536,Tony Allen,SG,1868141.0,2008.0
5537,Mardy Collins,PG,1867742.0,2010.0
5538,Robin Lopez,C,1867320.0,2011.0
5539,Sean May,C,1862160.0,2008.0
5540,Larry Sanders,PF,1861920.0,2012.0
5541,JJ Redick,SG,1860720.0,2007.0
5542,Harry Giles III,PF,1859400.0,2018.0
5543,Tyler Hansbrough,PF,1859160.0,2010.0
5544,Omer Asik,C,1857500.0,2012.0
5545,Henry Ellenson,PF,1857480.0,2018.0
5546,Andris Biedrins,C,1857360.0,2006.0
5547,Adreian Payne,PF,1855320.0,2015.0
5548,Zoran Planinic,PG,1854376.0,2007.0
5549,Joe Johnson,SG,1850000.0,2004.0
5550,Shake Milton,SG,1846738.0,2022.0
5551,Oshae Brissett,SF,1846738.0,2023.0
5552,Shabazz Napier,SG,1845301.0,2020.0
5553,Jusuf Nurkic,C,1842000.0,2016.0
5554,Lucas Nogueira,C,1842000.0,2016.0
5555,Anthony Randolph,SF,1837560.0,2010.0
5556,Travis Outlaw,SF,1836426.0,2007.0
5557,Juancho Hernangomez,PF,1836090.0,2023.0
5558,Anthony Gill,PF,1836090.0,2023.0
5559,Isaiah Joe,SG,1836090.0,2023.0
5560,Matthew Dellavedova,PG,1836090.0,2023.0
5561,Drew Eubanks,PF,1836090.0,2023.0
5562,Damion Lee,SG,1836090.0,2023.0
5563,Taj Gibson,C,1836090.0,2023.0
5564,Troy Brown Jr.,SF,1836090.0,2023.0
5565,Austin Rivers,SG,1836090.0,2023.0
5566,Thomas Bryant,C,1836090.0,2023.0
5567,Aaron Holiday,SG,1836090.0,2023.0
5568,Rodney McGruder,SG,1836090.0,2023.0
5569,Andre Iguodala,PF,1836090.0,2023.0
5570,Theo Pinson,SG,1836090.0,2023.0
5571,Raul Neto,PG,1836090.0,2023.0
5572,Nathan Knight,PF,1836090.0,2023.0
5573,Noah Vonleh,PF,1836090.0,2023.0
5574,Bismack Biyombo,C,1836090.0,2023.0
5575,Dennis Schroder,PG,1836090.0,2023.0
5576,Juan Toscano-Anderson,PF,1836090.0,2023.0
5577,Justin Jackson,SF,1836090.0,2023.0
5578,Josh Okogie,SF,1836090.0,2023.0
5579,T.J. Warren,SF,1836090.0,2023.0
5580,Ryan Arcidiacono,SG,1836090.0,2023.0
5581,Dennis Smith Jr.,PG,1836090.0,2023.0
5582,Bryn Forbes,SG,1836090.0,2023.0
5583,Robin Lopez,C,1836090.0,2023.0
5584,Udonis Haslem,PF,1836090.0,2023.0
5585,Frank Kaminsky,PF,1836090.0,2023.0
5586,JaMychal Green,PF,1836090.0,2023.0
5587,DeAndre Jordan,C,1836090.0,2023.0
5588,Markieff Morris,PF,1836090.0,2023.0
5589,Matt Ryan,PF,1836090.0,2023.0
5590,Svi Mykhailiuk,SG,1836090.0,2023.0
5591,Wesley Matthews,SG,1836090.0,2023.0
5592,Blake Griffin,PF,1836090.0,2023.0
5593,Goran Dragic,PG,1836000.0,2010.0
5594,Ronnie Brewer,SF,1834680.0,2009.0
5595,Thaddeus Young,PF,1830720.0,2007.0
5596,Thaddeus Young,PF,1830720.0,2008.0
5597,Jannero Pargo,PG,1830000.0,2008.0
5598,Maceo Baston,SF,1830000.0,2008.0
5599,Grant Hill,SF,1830000.0,2008.0
5600,Eddie Jones,SG,1830000.0,2008.0
5601,Jeff Ayres,PF,1828750.0,2015.0
5602,Eric Moreland,C,1826300.0,2018.0
5603,Anthony Randolph,SF,1825359.0,2015.0
5604,James Young,SG,1825200.0,2017.0
5605,Linas Kleiza,SF,1824493.0,2009.0
5606,Terry Rozier,SG,1824360.0,2016.0
5607,Marquese Chriss,SF,1824003.0,2021.0
5608,David Nwaba,SF,1824003.0,2021.0
5609,Wes Iwundu,PF,1824003.0,2022.0
5610,Wes Iwundu,PF,1824003.0,2023.0
5611,Patrick Patterson,PF,1823280.0,2011.0
5612,Dikembe Mutombo,C,1823280.0,2011.0
5613,Marcus Morris Sr.,SF,1823280.0,2012.0
5614,Dikembe Mutombo,C,1823280.0,2012.0
5615,Dikembe Mutombo,C,1823280.0,2013.0
5616,John Henson,PF,1823280.0,2013.0
5617,Brian Cook,PF,1817141.0,2007.0
5618,Gabe Vincent,PG,1815677.0,2023.0
5619,Max Strus,SG,1815677.0,2023.0
5620,Javonte Green,SF,1815677.0,2023.0
5621,Juwan Morgan,PF,1815518.0,2023.0
5622,Nick Collison,PF,1815000.0,2006.0
5623,J.J. Barea,SG,1815000.0,2011.0
5624,Rashad Vaughn,SG,1811040.0,2017.0
5625,Kawhi Leonard,SF,1809840.0,2012.0
5626,Maurice Harkless,SF,1809840.0,2013.0
5627,Kawhi Leonard,SF,1809840.0,2013.0
5628,Maurice Harkless,SF,1809840.0,2014.0
5629,Kevin Martin,SG,1808121.0,2008.0
5630,Thabo Sefolosha,PF,1805160.0,2008.0
5631,Rodney Stuckey,PG,1805040.0,2010.0
5632,Quentin Richardson,SF,1805000.0,2004.0
5633,Zach Randolph,PF,1805000.0,2005.0
5634,Austin Daye,SF,1803720.0,2011.0
5635,Michael Ruffin,PF,1803600.0,2007.0
5636,Malik Allen,PF,1803600.0,2007.0
5637,Jalen Brunson,PG,1802057.0,2022.0
5638,Mitchell Robinson,C,1802057.0,2022.0
5639,Jon Barry,SG,1800000.0,2006.0
5640,Vasileios Spanoulis,PG,1800000.0,2007.0
5641,Walter Herrmann Heinrich,PF,1800000.0,2007.0
5642,Kosta Perovic,C,1800000.0,2008.0
5643,Antoine Wright,SF,1800000.0,2009.0
5644,Antoine Wright,SF,1800000.0,2010.0
5645,Kurt Thomas,PF,1800000.0,2011.0
5646,Kevin Seraphin,C,1800000.0,2017.0
5647,DeAndre Liggins,SG,1795015.0,2019.0
5648,Trey Burke,PG,1795015.0,2019.0
5649,DeAndre Liggins,SG,1795015.0,2020.0
5650,DeAndre Liggins,SG,1795015.0,2021.0
5651,Jeremy Evans,PF,1794872.0,2013.0
5652,Jeremy Evans,PF,1794871.0,2015.0
5653,Sam Dekker,PF,1794600.0,2018.0
5654,Wade Baldwin IV,SG,1793760.0,2017.0
5655,Nikola Vucevic,C,1793520.0,2013.0
5656,Nikola Vucevic,C,1793520.0,2014.0
5657,Sebastian Telfair,PG,1793160.0,2007.0
5658,Giannis Antetokounmpo,PF,1792560.0,2014.0
5659,Joffrey Lauvergne,PF,1790281.0,2015.0
5660,Quincy Acy,PF,1790092.0,2017.0
5661,David Lee,PF,1788033.0,2009.0
5662,Terrance Ferguson,SF,1785000.0,2018.0
5663,Herbert Jones,SF,1785000.0,2023.0
5664,Georges Niang,SF,1783557.0,2021.0
5665,Jaylen Nowell,SG,1782621.0,2022.0
5666,Jalen McDaniels,PF,1782621.0,2022.0
5667,Luguentz Dort,SG,1782621.0,2022.0
5668,Miye Oni,SG,1782621.0,2022.0
5669,Nic Claxton,C,1782621.0,2022.0
5670,Eric Paschall,PF,1782621.0,2022.0
5671,Terance Mann,SG,1782621.0,2022.0
5672,Kevin Porter Jr.,SG,1782621.0,2022.0
5673,Carsen Edwards,PG,1782621.0,2022.0
5674,Dean Wade,PF,1782621.0,2022.0
5675,Cody Martin,SF,1782621.0,2022.0
5676,Mychal Mulder,SG,1782621.0,2022.0
5677,Daniel Gafford,C,1782621.0,2022.0
5678,KZ Okpala,SF,1782621.0,2022.0
5679,Isaiah Roby,PF,1782621.0,2022.0
5680,Naz Reid,C,1782621.0,2022.0
5681,Caleb Martin,SF,1782621.0,2022.0
5682,Yogi Ferrell,PG,1782621.0,2022.0
5683,Alen Smailagic,PF,1782621.0,2022.0
5684,Vlatko Cancar,SF,1782621.0,2022.0
5685,Bruno Fernando,PF,1782621.0,2022.0
5686,Vernon Carey Jr.,C,1782621.0,2023.0
5687,KZ Okpala,SF,1782621.0,2023.0
5688,Paul Reed,SF,1782621.0,2023.0
5689,Yogi Ferrell,PG,1782621.0,2023.0
5690,Naji Marshall,SF,1782621.0,2023.0
5691,Nick Richards,C,1782621.0,2023.0
5692,Tre Jones,PG,1782621.0,2023.0
5693,KJ Martin,PF,1782621.0,2023.0
5694,Miye Oni,SG,1782621.0,2023.0
5695,Alen Smailagic,PF,1782621.0,2023.0
5696,Lamar Stevens,PF,1782621.0,2023.0
5697,Al Thornton,SF,1776240.0,2009.0
5698,Marreese Speights,PF,1773960.0,2011.0
5699,Malik Beasley,SG,1773840.0,2019.0
5700,Rashad McCants,SG,1769160.0,2008.0
5701,Reggie Evans,C,1768653.0,2015.0
5702,Chuck Hayes,PF,1768000.0,2009.0
5703,Hilton Armstrong,PF,1767600.0,2007.0
5704,Earl Clark,SF,1766280.0,2010.0
5705,Matt Barnes,SF,1765000.0,2011.0
5706,Robert Swift,C,1764480.0,2006.0
5707,Dennis Schroder,PG,1763400.0,2016.0
5708,Tayshaun Prince,SF,1763115.0,2006.0
5709,PJ Dozier,SG,1762796.0,2021.0
5710,Furkan Korkmaz,SG,1762796.0,2021.0
5711,Damion Lee,SG,1762796.0,2021.0
5712,Alfonzo McKinnie,PF,1762796.0,2021.0
5713,Drew Eubanks,PF,1762796.0,2022.0
5714,Yuta Watanabe,SF,1762796.0,2022.0
5715,Chimezie Metu,PF,1762796.0,2022.0
5716,Khyri Thomas,SG,1762796.0,2022.0
5717,Yuta Watanabe,SF,1762796.0,2023.0
5718,Khyri Thomas,SG,1762796.0,2023.0
5719,Jusuf Nurkic,C,1762680.0,2015.0
5720,Lucas Nogueira,C,1762680.0,2015.0
5721,Moritz Wagner,C,1762080.0,2019.0
5722,Anfernee Simons,SG,1760520.0,2019.0
5723,Reggie Evans,C,1760000.0,2006.0
5724,Mo Williams,PG,1760000.0,2006.0
5725,Calbert Cheaney,SG,1760000.0,2006.0
5726,Lindsey Hunter,SG,1760000.0,2006.0
5727,Nerlens Noel,C,1757429.0,2019.0
5728,Kedrick Brown,SG,1757000.0,2004.0
5729,Sasha Vujacic,SG,1756951.0,2008.0
5730,Abdel Nader,SF,1752950.0,2021.0
5731,Semi Ojeleye,PF,1752950.0,2021.0
5732,Omer Yurtseven,C,1752638.0,2023.0
5733,Devin Cannady,SG,1752638.0,2023.0
5734,Rayjon Tucker,SG,1752638.0,2023.0
5735,Malik Fitts,PF,1752638.0,2023.0
5736,Saben Lee,SG,1752638.0,2023.0
5737,Luca Vildoza,SG,1752638.0,2023.0
5738,Haywood Highsmith,PF,1752638.0,2023.0
5739,Ronald Murray,SG,1750000.0,2007.0
5740,Shammond Williams,PG,1750000.0,2007.0
5741,David Wesley,SG,1750000.0,2007.0
5742,Aaron Williams,C,1750000.0,2007.0
5743,Chuck Hayes,PF,1750000.0,2008.0
5744,David Wesley,SG,1750000.0,2008.0
5745,Jeff Ayres,PF,1750000.0,2014.0
5746,Anthony Randolph,SF,1750000.0,2014.0
5747,Luigi Datome,SF,1750000.0,2014.0
5748,Luigi Datome,SF,1750000.0,2015.0
5749,Markieff Morris,PF,1750000.0,2020.0
5750,James Young,SG,1749840.0,2016.0
5751,Robin Lopez,C,1745520.0,2010.0
5752,Cedric Simmons,SF,1742760.0,2009.0
5753,Sean May,C,1740720.0,2007.0
5754,Maurice Evans,SG,1740000.0,2008.0
5755,Furkan Korkmaz,SG,1740000.0,2018.0
5756,Furkan Korkmaz,SG,1740000.0,2019.0
5757,Caleb Swanigan,PF,1740000.0,2019.0
5758,Julian Wright,SF,1739160.0,2008.0
5759,Cameron Payne,PG,1737145.0,2020.0
5760,DeAndre' Bembry,SG,1737145.0,2021.0
5761,Jamaal Magloire,C,1735000.0,2004.0
5762,David Harrison,C,1734316.0,2008.0
5763,Tyler Ennis,SG,1733880.0,2017.0
5764,Rashad Vaughn,SG,1733040.0,2016.0
5765,Larry Sanders,PF,1731960.0,2011.0
5766,Keita Bates-Diop,SF,1729217.0,2022.0
5767,Svi Mykhailiuk,SG,1729217.0,2022.0
5768,Moritz Wagner,C,1729217.0,2022.0
5769,Keith Bogans,SG,1728000.0,2012.0
5770,Marcus Banks,PG,1724280.0,2006.0
5771,Ryan Kelly,PF,1724250.0,2016.0
5772,Pat Connaughton,SG,1723050.0,2020.0
5773,Omer Asik,C,1721000.0,2011.0
5774,Sam Dekker,PF,1720560.0,2017.0
5775,Nikola Vucevic,C,1719480.0,2012.0
5776,Kevin Porter Jr.,SG,1717981.0,2021.0
5777,Ronnie Brewer,SF,1715040.0,2008.0
5778,Nick Young,SG,1714800.0,2010.0
5779,James Johnson,PF,1713600.0,2011.0
5780,Joffrey Lauvergne,PF,1709719.0,2016.0
5781,Joffrey Lauvergne,PF,1709719.0,2017.0
5782,Anthony Randolph,SF,1709280.0,2009.0
5783,Zoran Dragic,SG,1706225.0,2015.0
5784,Zoran Dragic,SG,1706225.0,2016.0
5785,Henry Ellenson,PF,1704120.0,2017.0
5786,Iman Shumpert,SG,1703760.0,2014.0
5787,Tyler Zeller,C,1703760.0,2015.0
5788,Landry Shamet,SG,1703649.0,2019.0
5789,Kris Humphries,PF,1703520.0,2007.0
5790,Caris LeVert,SG,1702800.0,2018.0
5791,Caris LeVert,SG,1702800.0,2019.0
5792,Jahlil Okafor,C,1702486.0,2020.0
5793,Shake Milton,SG,1701593.0,2021.0
5794,Brandon Goodwin,SG,1701593.0,2021.0
5795,Thanasis Antetokounmpo,SF,1701593.0,2021.0
5796,Paul Watson,SG,1701593.0,2022.0
5797,Tyler Cook,PF,1701593.0,2022.0
5798,Oshae Brissett,SF,1701593.0,2022.0
5799,Juan Toscano-Anderson,PF,1701593.0,2022.0
5800,Charlie Brown Jr.,SG,1701593.0,2022.0
5801,Kelan Martin,SG,1701593.0,2022.0
5802,Mfiondu Kabengele,C,1701593.0,2022.0
5803,Charlie Brown Jr.,SG,1701593.0,2023.0
5804,Mfiondu Kabengele,C,1701593.0,2023.0
5805,Paul Watson,SG,1701593.0,2023.0
5806,Kelan Martin,SG,1701593.0,2023.0
5807,Malik Beasley,SG,1700640.0,2018.0
5808,Jarron Collins,C,1700000.0,2006.0
5809,Goran Dragic,PG,1700000.0,2009.0
5810,Francisco Elson,C,1700000.0,2009.0
5811,Francisco Elson,C,1700000.0,2010.0
5812,Herbert Jones,SF,1700000.0,2022.0
5813,Rodions Kurucs,SF,1699236.0,2020.0
5814,John Salmons,SF,1699001.0,2006.0
5815,Jonah Bolden,PF,1698450.0,2020.0
5816,Jonah Bolden,PF,1698450.0,2021.0
5817,Reggie Evans,C,1695635.0,2014.0
5818,Dennis Schroder,PG,1690680.0,2015.0
5819,Jonah Bolden,PF,1690000.0,2019.0
5820,Kyle Kuzma,SF,1689840.0,2019.0
5821,Kendrick Perkins,C,1689410.0,2007.0
5822,Rodney Stuckey,PG,1687320.0,2009.0
5823,Roy Hibbert,C,1685280.0,2011.0
5824,Antoine Wright,SF,1680600.0,2008.0
5825,Kevin Seraphin,C,1680360.0,2012.0
5826,Donte Greene,SF,1679914.0,2012.0
5827,Donte Greene,SF,1679914.0,2013.0
5828,Leandro Barbosa,SG,1679733.0,2007.0
5829,Tony Bradley,C,1679520.0,2019.0
5830,Chris Andersen,PF,1679408.0,2013.0
5831,Thabo Sefolosha,PF,1679280.0,2007.0
5832,Dragan Bender,PF,1678854.0,2020.0
5833,Cheick Diallo,PF,1678854.0,2020.0
5834,Wes Iwundu,PF,1678854.0,2021.0
5835,Dragan Bender,PF,1678854.0,2021.0
5836,Austin Daye,SF,1677840.0,2010.0
5837,Willy Hernangomez,C,1676735.0,2020.0
5838,Sebastian Telfair,PG,1676280.0,2006.0
5839,Renaldo Balkman,SF,1675000.0,2011.0
5840,Renaldo Balkman,SF,1675000.0,2012.0
5841,Renaldo Balkman,SF,1675000.0,2013.0
5842,Anthony Randolph,SF,1674641.0,2013.0
5843,James Young,SG,1674480.0,2015.0
5844,Andrei Kirilenko,SF,1672000.0,2005.0
5845,Vladimir Radmanovic,SF,1670000.0,2004.0
5846,Derek Anderson,SG,1670000.0,2006.0
5847,Brian Grant,PF,1670000.0,2006.0
5848,Yaroslav Korolev,SF,1670000.0,2006.0
5849,Michael Ruffin,PF,1670000.0,2006.0
5850,Malik Allen,PF,1670000.0,2006.0
5851,Greg Buckner,SG,1670000.0,2006.0
5852,Isaac Bonga,SG,1669178.0,2022.0
5853,Otto Porter Jr.,SF,1669178.0,2022.0
5854,Hassan Whiteside,C,1669178.0,2022.0
5855,Kent Bazemore,SF,1669178.0,2022.0
5856,Timothe Luwawu-Cabarrot,SG,1669178.0,2022.0
5857,Paul Millsap,PF,1669178.0,2022.0
5858,Isaiah Hartenstein,C,1669178.0,2022.0
5859,LaMarcus Aldridge,C,1669178.0,2022.0
5860,Thanasis Antetokounmpo,SF,1669178.0,2022.0
5861,Gabe Vincent,PG,1669178.0,2022.0
5862,Wayne Ellington,SG,1669178.0,2022.0
5863,Dwight Howard,C,1669178.0,2022.0
5864,Semi Ojeleye,PF,1669178.0,2022.0
5865,James Johnson,PF,1669178.0,2022.0
5866,Victor Oladipo,SG,1669178.0,2022.0
5867,Javonte Green,SF,1669178.0,2022.0
5868,Frank Ntilikina,PG,1669178.0,2022.0
5869,Sam Dekker,PF,1669178.0,2022.0
5870,Jarrell Brantley,PF,1669178.0,2022.0
5871,Malik Monk,SG,1669178.0,2022.0
5872,Ben McLemore,SG,1669178.0,2022.0
5873,Dewayne Dedmon,C,1669178.0,2022.0
5874,E'Twaun Moore,SG,1669178.0,2022.0
5875,Solomon Hill,SF,1669178.0,2022.0
5876,Austin Rivers,SG,1669178.0,2022.0
5877,Udonis Haslem,PF,1669178.0,2022.0
5878,Avery Bradley,PG,1669178.0,2022.0
5879,Trevor Ariza,SF,1669178.0,2022.0
5880,Carmelo Anthony,PF,1669178.0,2022.0
5881,Rodney Hood,SG,1669178.0,2022.0
5882,Frank Kaminsky,PF,1669178.0,2022.0
5883,Gary Payton II,SG,1669178.0,2022.0
5884,Nemanja Bjelica,PF,1669178.0,2022.0
5885,Tony Bradley,C,1669178.0,2022.0
5886,Max Strus,SG,1669178.0,2022.0
5887,Kevin Pangos,SG,1669178.0,2022.0
5888,Rajon Rondo,PG,1669178.0,2022.0
5889,Andre Drummond,C,1669178.0,2022.0
5890,Jabari Parker,PF,1669178.0,2022.0
5891,Blake Griffin,PF,1669178.0,2022.0
5892,Rodney McGruder,SG,1669178.0,2022.0
5893,Andre Iguodala,PF,1669178.0,2022.0
5894,Markieff Morris,PF,1669178.0,2022.0
5895,Raul Neto,PG,1669178.0,2022.0
5896,Ed Davis,C,1669178.0,2022.0
5897,Matt Thomas,SG,1669178.0,2022.0
5898,Tony Snell,SF,1669178.0,2022.0
5899,Enes Freedom,C,1669178.0,2022.0
5900,Jarrell Brantley,PF,1669178.0,2023.0
5901,Solomon Hill,SF,1669178.0,2023.0
5902,Semi Ojeleye,PF,1669178.0,2023.0
5903,Jabari Parker,PF,1669178.0,2023.0
5904,Sam Dekker,PF,1669178.0,2023.0
5905,E'Twaun Moore,SG,1669178.0,2023.0
5906,Trevor Ariza,SF,1669178.0,2023.0
5907,Kevin Pangos,SG,1669178.0,2023.0
5908,Enes Freedom,C,1669178.0,2023.0
5909,Josh Howard,SF,1667603.0,2007.0
5910,Derrick White,PG,1667160.0,2019.0
5911,Speedy Claxton,PG,1667000.0,2004.0
5912,Isaac Bonga,SG,1663861.0,2021.0
5913,Kendrick Nunn,SG,1663861.0,2021.0
5914,Mitchell Robinson,C,1663861.0,2021.0
5915,Duncan Robinson,PF,1663861.0,2021.0
5916,Hamidou Diallo,SG,1663861.0,2021.0
5917,Gary Trent Jr.,SG,1663861.0,2021.0
5918,Keita Bates-Diop,SF,1663861.0,2021.0
5919,Jalen Brunson,PG,1663861.0,2021.0
5920,Bruce Brown,SF,1663861.0,2021.0
5921,Svi Mykhailiuk,SG,1663861.0,2021.0
5922,Jarred Vanderbilt,PF,1663361.0,2021.0
5923,Pablo Prigioni,PG,1662961.0,2015.0
5924,Tyler Ennis,SG,1662360.0,2016.0
5925,Jeremy Evans,PF,1660257.0,2014.0
5926,Marreese Speights,PF,1658280.0,2010.0
5927,J.J. Barea,SG,1657500.0,2010.0
5928,Spencer Dinwiddie,PG,1656092.0,2018.0
5929,Julyan Stone,SG,1656092.0,2018.0
5930,Julyan Stone,SG,1656092.0,2019.0
5931,Spencer Dinwiddie,PG,1656092.0,2019.0
5932,MarShon Brooks,SG,1656092.0,2019.0
5933,Julyan Stone,SG,1656092.0,2020.0
5934,MarShon Brooks,SG,1656092.0,2020.0
5935,MarShon Brooks,SG,1656092.0,2021.0
5936,Julyan Stone,SG,1656092.0,2021.0
5937,Gary Harris,SG,1655880.0,2017.0
5938,Rodney Carney,SG,1655760.0,2009.0
5939,Josh Hart,SG,1655160.0,2019.0
5940,Josh Hart,SG,1655160.0,2020.0
5941,Ty Lawson,SG,1654440.0,2012.0
5942,Robert Williams III,C,1654440.0,2019.0
5943,Rashad McCants,SG,1653720.0,2007.0
5944,Al Thornton,SF,1652280.0,2008.0
5945,Ryan Kelly,PF,1650000.0,2015.0
5946,Sam Dekker,PF,1646400.0,2016.0
5947,Morris Peterson,SG,1646000.0,2004.0
5948,Luke Babbitt,PF,1645440.0,2011.0
5949,Royce White,PF,1645440.0,2013.0
5950,Christian Wood,PF,1645357.0,2020.0
5951,Derrick Jones Jr.,SF,1645357.0,2020.0
5952,Treveon Graham,PF,1645357.0,2020.0
5953,Jordan McRae,SG,1645357.0,2020.0
5954,Georges Niang,SF,1645357.0,2020.0
5955,Jacob Evans,SG,1644240.0,2019.0
5956,Jerian Grant,SG,1643040.0,2017.0
5957,Pat Connaughton,SG,1641000.0,2019.0
5958,Jericho Sims,C,1639842.0,2023.0
5959,Luke Ridnour,PG,1638000.0,2006.0
5960,Trevelin Queen,SG,1637966.0,2023.0
5961,Kessler Edwards,SF,1637966.0,2023.0
5962,Lance Thomas,PF,1636842.0,2016.0
5963,Lou Amundson,PF,1635476.0,2016.0
5964,DeAndre' Bembry,SG,1634640.0,2018.0
5965,DeAndre' Bembry,SG,1634640.0,2019.0
5966,Kosta Perovic,C,1634000.0,2009.0
5967,Iman Shumpert,SG,1633440.0,2013.0
5968,Tyler Zeller,C,1633440.0,2014.0
5969,Donnell Harvey,PF,1631000.0,2004.0
5970,Avery Bradley,PG,1630800.0,2013.0
5971,Cedric Simmons,SF,1629120.0,2008.0
5972,Sean Williams,PF,1629120.0,2010.0
5973,Sean Williams,PF,1629120.0,2011.0
5974,Didier Ilunga-Mbenga,C,1628959.0,2007.0
5975,Jrue Holiday,PG,1627920.0,2011.0
5976,Hamed Ehaddadi,C,1627779.0,2010.0
5977,Malik Beasley,SG,1627320.0,2017.0
5978,DeShawn Stevenson,SG,1624000.0,2004.0
5979,Robin Lopez,C,1623720.0,2009.0
5980,Reggie Evans,C,1622617.0,2013.0
5981,James Ennis III,PF,1621415.0,2019.0
5982,Isaiah Thomas,SG,1620564.0,2020.0
5983,Isaiah Taylor,SG,1620564.0,2020.0
5984,Tyler Lydon,PF,1620564.0,2020.0
5985,Shaquille Harrison,SG,1620564.0,2020.0
5986,Trey Burke,PG,1620564.0,2020.0
5987,Nerlens Noel,C,1620564.0,2020.0
5988,Furkan Korkmaz,SG,1620564.0,2020.0
5989,Michael Carter-Williams,SG,1620564.0,2020.0
5990,Glenn Robinson III,PF,1620564.0,2020.0
5991,Udonis Haslem,PF,1620564.0,2020.0
5992,Dwight Howard,C,1620564.0,2020.0
5993,Justin Patton,C,1620564.0,2020.0
5994,Thabo Sefolosha,PF,1620564.0,2020.0
5995,Tyson Chandler,C,1620564.0,2020.0
5996,J.J. Barea,SG,1620564.0,2020.0
5997,Raul Neto,PG,1620564.0,2020.0
5998,Jordan Bell,PF,1620564.0,2020.0
5999,Vince Carter,SG,1620564.0,2020.0
6000,Emmanuel Mudiay,SG,1620564.0,2020.0
6001,Patrick Patterson,PF,1620564.0,2020.0
6002,Kyle O'Quinn,C,1620564.0,2020.0
6003,Wilson Chandler,PF,1620564.0,2020.0
6004,Kyle Korver,SG,1620564.0,2020.0
6005,Jared Dudley,SF,1620564.0,2020.0
6006,JaKarr Sampson,SF,1620564.0,2020.0
6007,Ryan Anderson,PF,1620564.0,2020.0
6008,Gerald Green,SG,1620564.0,2020.0
6009,Alec Burks,SG,1620564.0,2020.0
6010,Jarell Martin,PF,1620564.0,2020.0
6011,Tim Frazier,PG,1620564.0,2020.0
6012,Joe Johnson,SG,1620564.0,2020.0
6013,Shaquille Harrison,SG,1620564.0,2021.0
6014,Hassan Whiteside,C,1620564.0,2021.0
6015,Tyler Lydon,PF,1620564.0,2021.0
6016,Matthew Dellavedova,PG,1620564.0,2021.0
6017,Drew Eubanks,PF,1620564.0,2021.0
6018,E'Twaun Moore,SG,1620564.0,2021.0
6019,Solomon Hill,SF,1620564.0,2021.0
6020,Josh Gray,SG,1620564.0,2021.0
6021,Glenn Robinson III,PF,1620564.0,2021.0
6022,Sterling Brown,SF,1620564.0,2021.0
6023,Jared Dudley,SF,1620564.0,2021.0
6024,Isaiah Thomas,SG,1620564.0,2021.0
6025,Isaiah Taylor,SG,1620564.0,2021.0
6026,Tyler Johnson,SG,1620564.0,2021.0
6027,Quinn Cook,PG,1620564.0,2021.0
6028,Kent Bazemore,SF,1620564.0,2021.0
6029,Nicolas Batum,PF,1620564.0,2021.0
6030,Isaiah Hartenstein,C,1620564.0,2021.0
6031,Harry Giles III,PF,1620564.0,2021.0
6032,Wilson Chandler,PF,1620564.0,2021.0
6033,Udonis Haslem,PF,1620564.0,2021.0
6034,Wayne Ellington,SG,1620564.0,2021.0
6035,Carmelo Anthony,PF,1620564.0,2021.0
6036,Langston Galloway,SG,1620564.0,2021.0
6037,Ryan Anderson,PF,1620564.0,2021.0
6038,Gerald Green,SG,1620564.0,2021.0
6039,Markieff Morris,PF,1620564.0,2021.0
6040,Thon Maker,PF,1620564.0,2021.0
6041,Raul Neto,PG,1620564.0,2021.0
6042,Willy Hernangomez,C,1620564.0,2021.0
6043,Joe Johnson,SG,1620564.0,2021.0
6044,Dwight Howard,C,1620564.0,2021.0
6045,JaKarr Sampson,SF,1620564.0,2021.0
6046,Frank Kaminsky,PF,1620564.0,2021.0
6047,Jeff Green,PF,1620564.0,2021.0
6048,Reggie Jackson,PG,1620564.0,2021.0
6049,J.J. Barea,SG,1620564.0,2021.0
6050,Jarell Martin,PF,1620564.0,2021.0
6051,Torrey Craig,SF,1620564.0,2021.0
6052,Wenyen Gabriel,PF,1620564.0,2021.0
6053,Vince Carter,SG,1620564.0,2021.0
6054,Omari Rasulala Spellman,PF,1620480.0,2019.0
6055,Maurice Evans,SG,1620000.0,2007.0
6056,Travis Diener,PG,1620000.0,2009.0
6057,Solomon Jones,PF,1620000.0,2010.0
6058,Sean May,C,1619280.0,2006.0
6059,Luke Kornet,C,1619260.0,2019.0
6060,Chris Singleton,SF,1618680.0,2013.0
6061,Chris Singleton,SF,1618680.0,2014.0
6062,Abdel Nader,SF,1618520.0,2020.0
6063,Royce O'Neale,PF,1618520.0,2020.0
6064,Semi Ojeleye,PF,1618520.0,2020.0
6065,Frank Jackson,SG,1618520.0,2020.0
6066,Damyean Dotson,SG,1618520.0,2020.0
6067,Sterling Brown,SF,1618520.0,2020.0
6068,Dillon Brooks,SF,1618520.0,2020.0
6069,Wes Iwundu,PF,1618420.0,2020.0
6070,Al Jefferson,C,1618320.0,2007.0
6071,Rodions Kurucs,SF,1618320.0,2019.0
6072,Shane Larkin,SG,1606080.0,2015.0
